time_key,product_key,promotion_key,store_key,dollar_sales,unit_sales,dollar_cost,customer_count
6,5,11,8,18.53,38,16.13,22
6,6,11,3,42.33,86,34.08,80
6,7,11,1,39.01,80,34.5,71
6,8,11,17,20.61,35,17.61,28
6,9,11,18,30.37,51,24.98,30
6,10,11,6,44.72,76,38.72,42
6,11,11,20,51.77,88,44.24,81
6,12,11,8,41.35,70,36.27,68
6,13,5,17,81.82,83,66.38,63
6,14,5,6,16.92,17,14.63,14
6,15,5,20,5.83,6,4.82,4
6,16,11,11,5.65,8,5.03,6
6,17,11,18,23.44,34,19.56,22
6,18,11,11,50.8,74,44.22,65
6,19,11,7,52.16,76,42.04,53
6,20,11,3,33.23,20,29.54,11
6,21,1,1,3.47,2,3.61,2
6,22,1,8,76.17,38,80.83,22
6,23,1,2,1.36,1,1.44,0
6,24,1,14,150.71,74,157.74,63
6,25,11,13,35.72,49,29.02,38
6,26,11,18,39.04,53,32.91,52
6,27,11,11,23.81,32,20.82,22
6,28,11,12,0.17,0,0.15,0
6,29,11,19,72.64,82,64.53,75
6,30,11,4,6.03,7,5.32,5
6,31,11,16,7.06,8,5.8,6
6,32,11,7,46.39,52,38.83,46
6,33,5,14,127.18,86,101.95,46
6,34,5,11,105.51,71,92.82,49
6,35,5,10,11.41,8,9.91,4
6,36,11,17,91.56,88,76.96,63
6,37,11,18,77.75,75,62.61,49
6,38,11,15,15.15,15,12.19,14
6,39,11,15,30.8,30,24.93,21
6,40,11,19,138.79,55,113.98,51
6,41,1,12,254.15,84,278.94,78
6,42,1,8,59.55,20,61.8,13
6,43,1,10,66.08,22,66.28,13
6,44,1,19,144.12,47,157.84,43
6,45,11,4,21.51,20,18.48,15
6,46,11,7,63.94,58,52.26,56
6,47,11,20,46.2,42,40.91,31
6,48,11,19,110.38,83,91.7,75
6,49,11,4,106.51,80,91.58,56
6,50,11,9,128.54,97,111.38,63
6,51,11,19,29.43,22,23.74,14
6,52,11,16,43.97,33,35.39,29
6,53,5,3,104.99,47,90.01,37
6,54,5,15,183.66,82,157.37,66
6,55,5,16,36.6,16,32.13,11
6,56,11,19,24.5,16,20.76,11
6,57,11,2,121.2,78,99.79,59
6,58,11,2,12.37,8,9.97,6
6,59,11,1,125.15,81,106.56,69
6,60,11,17,133.14,35,118.79,19
7,1,1,17,133.32,99,148.5,60
7,2,1,1,56.24,42,58.81,34
7,3,1,14,42.18,31,45.72,27
7,4,1,9,78.45,58,79.53,49
7,5,11,11,46.53,95,38.99,54
7,6,11,11,4.57,9,4.04,7
7,7,11,14,9.6,20,8.37,11
7,8,11,11,6.57,11,5.37,6
7,9,11,14,23.54,40,19.28,22
7,10,11,15,44.75,76,37.1,76
7,11,11,1,16.23,28,14.24,15
7,12,11,14,51.9,88,42.38,73
7,13,5,20,84.56,85,70.99,54
7,14,5,2,39.59,40,34.57,20
7,15,5,20,33.79,34,30.36,29
7,16,11,9,43.48,63,39.11,39
7,17,11,13,37.47,54,32.7,44
7,18,11,2,21.57,31,18.79,20
7,19,11,6,45.93,67,41.21,56
7,20,11,6,21.77,13,18.09,9
7,21,1,8,163.41,81,181.12,47
7,22,1,19,2.73,1,2.86,1
7,23,1,12,79.78,39,87.94,28
7,24,1,10,72.51,36,73.49,19
7,25,11,8,43.76,60,36.62,47
7,26,11,8,49.29,67,42.24,61
7,27,11,16,65.34,89,55.61,83
7,28,11,7,85.22,96,70.96,57
7,29,11,12,24.57,28,20.47,17
7,30,11,4,20.13,23,16.46,19
7,31,11,5,77.44,88,68.21,86
7,32,11,1,39.61,45,34.54,40
7,33,5,15,61.19,41,52.46,29
7,34,5,15,50.3,34,44.13,31
7,35,5,2,0.43,0,0.38,0
7,36,11,7,65.4,63,54.19,43
7,37,11,11,6.01,6,5.34,4
7,38,11,12,72.64,70,59.01,57
7,39,11,18,79.26,77,63.62,48
7,40,11,14,22.83,9,20.4,7
7,41,1,11,280.85,92,300.1,65
7,42,1,16,288.99,95,294.7,51
7,43,1,10,52.23,17,55.79,12
7,44,1,9,257,84,284.43,67
7,45,11,11,43.11,39,34.78,32
7,46,11,5,91.93,83,76.29,55
7,47,11,6,7.78,7,6.28,7
7,48,11,1,115.49,87,100.58,75
7,49,11,14,128.22,97,110.23,66
7,50,11,4,26.97,20,23.17,18
7,51,11,10,17.21,13,14.06,13
7,52,11,3,57.38,43,46.19,22
7,53,5,12,96.5,43,84.57,42
7,54,5,17,47.53,21,38.15,19
7,55,5,17,42.92,19,36.74,17
7,56,11,20,41.06,26,36.11,26
7,57,11,19,2.5,2,2.11,1
7,58,11,8,120.03,77,108,68
7,59,11,16,137.51,89,117.78,73
7,60,11,20,59.05,16,50.42,10
8,1,1,14,32.98,24,35.18,13
8,2,1,4,21.13,16,23.7,10
8,3,1,17,8.79,7,9.52,6
8,4,1,4,101.58,75,105.17,39
8,5,11,20,37.05,76,33.09,75
8,6,11,18,41.52,85,33.91,61
8,7,11,6,36.61,75,30.07,61
8,8,11,18,11.01,19,9.86,11
8,9,11,6,8.8,15,7.25,15
8,10,11,14,55.96,95,50.28,50
8,11,11,20,32.86,56,28.07,38
8,12,11,17,58.11,98,52.14,89
8,13,5,19,69.53,70,58.22,60
8,14,5,5,24.67,25,21.93,20
8,15,5,16,76.87,78,66.09,61
8,16,11,20,15.64,23,12.57,15
8,17,11,1,1.76,3,1.46,2
8,18,11,3,35.08,51,29.53,30
8,19,11,13,47.65,69,40.29,61
8,20,11,8,76.21,45,65.6,26
8,21,1,5,60.76,30,66.91,26
8,22,1,20,185.7,92,206.61,68
8,23,1,8,45.84,23,50.15,12
8,24,1,14,131.59,65,142.15,55
8,25,11,18,46.07,63,36.89,35
8,26,11,5,34.51,47,28.9,46
8,27,11,6,53.47,73,47.49,56
8,28,11,9,42.29,48,33.9,32
8,29,11,13,65.18,74,53.6,43
8,30,11,6,42.83,48,37.88,37
8,31,11,16,65.11,74,56.84,42
8,32,11,9,66.79,75,58.07,70
8,33,5,12,89.73,60,80.11,45
8,34,5,12,54.64,37,44.18,34
8,35,5,15,128.16,86,105.3,81
8,36,11,1,34.56,33,28.4,27
8,37,11,9,8.7,8,7.07,6
8,38,11,20,17.26,17,13.86,12
8,39,11,4,49.41,48,39.82,38
8,40,11,2,122.33,48,98.25,40
8,41,1,12,30.69,10,31.16,8
8,42,1,9,53.43,18,53.71,15
8,43,1,14,94.88,31,95.98,17
8,44,1,16,115.91,38,125.84,33
8,45,11,16,14.39,13,12.52,7
8,46,11,9,78.87,72,63.32,61
8,47,11,3,67.26,61,55.15,40
8,48,11,15,131.13,99,109.27,92
8,49,11,12,57.94,44,48.55,24
8,50,11,4,61.7,46,50.37,34
8,51,11,8,72.61,55,58.12,51
8,52,11,19,44.14,33,37.26,33
8,53,5,20,0.42,0,0.35,0
8,54,5,6,199.41,90,163.33,61
8,55,5,12,136.55,61,111.57,51
8,56,11,11,5.27,3,4.32,2
8,57,11,2,13.25,9,11.35,8
8,58,11,8,66.1,43,58.82,41
8,59,11,20,71.88,46,59.61,29
8,60,11,9,230.59,61,195.64,31
9,1,1,20,2.12,2,2.28,1
9,2,1,2,95.99,71,99.02,64
9,3,1,20,73.58,54,80.56,34
9,4,1,13,91.2,67,98.36,63
9,5,11,10,46.8,96,39.95,60
9,6,11,12,23.54,48,20.24,26
9,7,11,9,36.85,75,32.88,38
9,8,11,6,5.32,9,4.39,5
9,9,11,13,17.93,30,14.52,25
9,10,11,5,25.11,43,20.55,38
9,11,11,1,53.63,91,44.54,59
9,12,11,18,7.58,13,6.33,9
9,13,5,14,3.23,3,2.62,2
9,14,5,14,26.96,27,21.95,18
9,15,5,17,45.46,46,40.02,43
9,16,11,4,19.47,28,16.99,23
9,17,11,7,61.97,90,52.23,83
9,18,11,9,59.94,87,51.61,50
9,19,11,6,8.21,12,6.6,11
9,20,11,17,35.83,21,31.57,19
9,21,1,3,120.85,60,123.95,49
9,22,1,12,187.91,93,188.69,59
9,23,1,8,193.81,96,198.31,86
9,24,1,19,46.31,23,50.91,14
9,25,11,14,4.87,7,4.14,4
9,26,11,9,19.36,26,15.49,20
9,27,11,13,25.04,34,20.35,21
9,28,11,9,46.48,53,38.98,50
9,29,11,12,4.69,5,3.8,5
9,30,11,8,17.58,20,14.46,12
9,31,11,5,28.93,33,25.54,31
9,32,11,2,4.87,6,4.23,3
9,33,5,3,11.81,8,10.41,4
9,34,5,19,71.91,48,61.64,32
9,35,5,19,139.45,94,124.06,73
9,36,11,9,1.3,1,1.11,1
9,37,11,15,17.6,17,15.18,16
9,38,11,14,25.34,24,20.47,14
9,39,11,1,4.76,5,4.03,3
9,40,11,3,227.78,90,192.9,78
9,41,1,1,87.57,29,88.83,19
9,42,1,1,65.26,21,68.64,14
9,43,1,7,73.68,24,76.1,14
9,44,1,16,94.94,31,101.71,19
9,45,11,7,41.73,38,34.23,20
9,46,11,11,25.63,23,20.76,18
9,47,11,5,59.48,54,52.42,39
9,48,11,10,15.53,12,12.59,7
9,49,11,19,5.19,4,4.6,3
9,50,11,17,39.7,30,32.27,28
9,51,11,5,77.01,58,63.89,51
9,52,11,3,52.45,40,43.36,23
9,53,5,1,200.97,90,176.86,74
9,54,5,7,20.34,9,16.95,8
9,55,5,19,212.37,95,179.4,65
9,56,11,10,137.49,89,123.68,80
9,57,11,4,23.24,15,19.29,14
9,58,11,1,84.94,55,68.18,47
9,59,11,3,143.05,92,115.02,50
9,60,11,8,21.42,6,18.43,5
10,1,1,3,38.46,28,38.68,18
10,2,1,18,36.64,27,38.76,26
10,3,1,13,69.45,51,72.59,34
10,4,1,3,5.9,4,6.38,4
10,5,11,8,6.57,13,5.36,13
10,6,11,1,0.09,0,0.07,0
10,7,11,14,34.19,70,28.32,45
10,8,11,14,21.44,36,17.53,35
10,9,11,11,28.71,49,24.85,26
10,10,11,14,0.48,1,0.4,1
10,11,11,9,25.93,44,21.07,34
10,12,11,20,22.33,38,19.33,33
10,13,5,4,60.39,61,51.1,49
10,14,5,17,81.53,82,69.28,79
10,15,5,2,3.64,4,3.15,3
10,16,11,6,20.61,30,18.5,17
10,17,11,10,63.46,92,55.51,89
10,18,11,14,22.88,33,19.05,23
10,19,11,4,61.66,89,51.22,87
10,20,11,5,82.69,49,68.75,30
10,21,1,8,109.74,54,109.96,40
10,22,1,11,72.98,36,74.26,30
10,23,1,1,170.96,84,188.6,49
10,24,1,3,75.08,37,79.38,36
10,25,11,12,55.81,76,47.78,66
10,26,11,6,41.19,56,34.16,49
10,27,11,4,27.96,38,24.15,34
10,28,11,6,62.34,70,52.33,59
10,29,11,3,53.92,61,45.4,54
10,30,11,9,85.42,97,71.69,49
10,31,11,12,10.14,11,8.17,8
10,32,11,19,69.21,78,60.29,64
10,33,5,2,147.45,99,129.67,71
10,34,5,8,63.69,43,56.86,30
10,35,5,10,51.11,34,41.26,27
10,36,11,20,31.96,31,27.12,21
10,37,11,7,42.21,41,37.98,40
10,38,11,20,85.51,83,70.69,71
10,39,11,7,16.81,16,13.65,14
10,40,11,10,28.08,11,24.05,11
10,41,1,19,109.76,36,122.15,30
10,42,1,10,111.85,37,125.24,20
10,43,1,5,122.47,40,127.94,36
10,44,1,5,302.44,99,329.96,78
10,45,11,13,69.57,63,57.74,52
10,46,11,19,16.25,15,13.68,12
10,47,11,7,75.91,69,66.24,37
10,48,11,13,4.46,3,3.71,2
10,49,11,20,16.71,13,13.86,10
10,50,11,15,36.1,27,29.08,20
10,51,11,10,130.3,98,112.51,64
10,52,11,13,49.29,37,40.86,22
10,53,5,4,198.2,89,171.17,75
10,54,5,6,75.88,34,62.64,19
10,55,5,18,205.73,92,169.58,72
10,56,11,18,48.66,31,43.31,27
10,57,11,3,137.28,88,121.98,85
10,58,11,18,5.75,4,4.74,2
10,59,11,3,2.05,1,1.67,1
10,60,11,14,312.74,82,278.66,47
11,1,1,8,128.25,95,143.95,66
11,2,1,19,119.58,88,128.14,63
11,3,1,6,113.19,84,118.35,46
11,4,1,14,18.59,14,18.76,12
11,5,11,5,8.94,18,7.77,13
11,6,11,16,12.14,25,10.56,15
11,7,11,19,20.85,43,17.88,24
11,8,11,2,11.78,20,9.85,15
11,9,11,12,38.17,65,31.13,42
11,10,11,9,6.09,10,4.94,6
11,11,11,17,40.24,68,35.1,67
11,12,11,2,22.18,38,19.41,30
11,13,5,9,22.87,23,19.55,14
11,14,5,1,48.72,49,40.89,36
11,15,5,12,49.23,50,40.34,32
11,16,11,4,24.95,36,20.71,19
11,17,11,12,17.67,26,15.29,13
11,18,11,16,11.87,17,9.99,10
11,19,11,3,52.79,77,45.85,67
11,20,11,6,36.73,22,31.85,18
11,21,1,13,27.07,13,27.2,10
11,22,1,8,172.41,85,181.37,76
11,23,1,11,179.55,89,185.49,70
11,24,1,6,28.08,14,28.17,12
11,25,11,13,72.3,98,61.14,88
11,26,11,2,58.62,80,46.94,51
11,27,11,13,21.15,29,18.6,27
11,28,11,5,79.45,90,67.39,49
11,29,11,8,81.17,92,71.49,85
11,30,11,2,16.76,19,13.87,16
11,31,11,1,1.01,1,0.87,1
11,32,11,19,57.85,65,49.33,43
11,33,5,18,115.07,77,93.36,45
11,34,5,16,67.7,46,57.93,30
11,35,5,18,51.22,34,44.35,34
11,36,11,3,13.52,13,11.88,7
11,37,11,5,29.99,29,24.79,16
11,38,11,20,33.3,32,27.74,17
11,39,11,1,79.18,77,65.67,73
11,40,11,7,208.17,82,181.72,61
11,41,1,20,198.78,65,220.53,37
11,42,1,11,83.57,27,90.82,26
11,43,1,5,9.79,3,10.98,2
11,44,1,8,166.53,55,183.03,52
11,45,11,19,43.22,39,36.56,30
11,46,11,7,41.7,38,37.36,33
11,47,11,2,51.6,47,45.96,39
11,48,11,6,9.6,7,8.13,6
11,49,11,16,116.59,88,99.06,88
11,50,11,16,3.46,3,3.01,1
11,51,11,13,104.42,79,85.33,50
11,52,11,11,114.04,86,98.78,83
11,53,5,13,65.3,29,52.33,29
11,54,5,1,158.38,71,135.17,54
11,55,5,11,83.16,37,73.46,35
11,56,11,15,112.87,73,101.47,69
11,57,11,18,1.35,1,1.21,1
11,58,11,8,52.48,34,44.75,29
11,59,11,17,65.78,42,53.86,28
11,60,11,18,273.07,72,240.21,70
12,1,1,6,22.01,16,23.79,11
12,2,1,17,121.08,90,123.4,79
12,3,1,14,59.62,44,59.97,32
12,4,1,18,89.94,67,98.46,38
12,5,11,14,16.58,34,13.66,20
12,6,11,11,48.56,99,40.27,81
12,7,11,11,45.6,93,39.61,85
12,8,11,9,37.1,63,31.27,52
12,9,11,11,0.14,0,0.12,0
12,10,11,8,0.95,2,0.8,1
12,11,11,6,40.1,68,33.33,64
12,12,11,20,55.02,93,44.21,51
12,13,5,1,21.87,22,19.47,12
12,14,5,18,91.84,93,80.43,72
12,15,5,12,57.28,58,51.14,46
12,16,11,10,38.59,56,33.7,39
12,17,11,4,9.22,13,8.13,9
12,18,11,17,45.3,66,39,35
12,19,11,20,5.44,8,4.41,6
12,20,11,13,9.77,6,8.66,4
12,21,1,5,195.75,97,219.84,95
12,22,1,13,68.39,34,73.07,18
12,23,1,15,128.88,64,140.13,61
12,24,1,7,59.61,29,59.7,28
12,25,11,20,52.77,72,43.41,45
12,26,11,14,48.88,66,39.67,34
12,27,11,4,55.46,75,48.42,72
12,28,11,17,61.64,70,51.05,37
12,29,11,17,10.14,11,8.28,8
12,30,11,12,19.47,22,15.76,18
12,31,11,10,38.29,43,31.72,39
12,32,11,2,64.7,73,54.94,56
12,33,5,11,52.88,36,43.77,34
12,34,5,17,11.88,8,9.97,7
12,35,5,7,134.2,90,112.1,88
12,36,11,6,96.88,94,78.26,61
